id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
20123390,12:44:00 AM,377,3003,38.34,Chip Transaction,18215,Seattle,WA,98105,5719,NULL
20123397,12:47:00 AM,467,3914,1.97,Chip Transaction,86438,Chattanooga,TN,37415,5499,NULL
20123416,12:58:00 AM,350,3709,32.73,Online Transaction,16798,ONLINE,NULL,NULL,4121,NULL
20123439,12:19:00 AM,254,1247,185.08,Chip Transaction,95941,Boulder,CO,80302,5651,NULL
20123471,12:54:00 AM,153,107,-454,Swipe Transaction,74934,Oakland,CA,94606,3596,NULL
20123504,12:40:00 AM,114,3398,-56,Chip Transaction,59935,North Hollywood,CA,91606,5499,NULL
20123574,12:12:00 AM,149,3590,258.95,Chip Transaction,54850,San Diego,CA,92128,4814,NULL
20123655,12:23:00 AM,421,5560,54.28,Chip Transaction,73582,San Ramon,CA,94583,5300,NULL
20123683,12:10:00 AM,250,5136,67.78,Chip Transaction,38602,Monmouth,OR,97361,5311,NULL
20123698,12:22:00 AM,451,3768,7.33,Online Transaction,85247,ONLINE,NULL,NULL,5815,NULL
20123747,12:51:00 AM,11,1336,283.29,Chip Transaction,7741,Camden,NJ,8104,7995,NULL
20123793,12:07:00 AM,89,2998,7.88,Chip Transaction,22938,Clovis,NM,88101,5812,NULL
20123855,12:23:00 AM,152,2848,71.08,Chip Transaction,27601,Atlanta,GA,30316,7538,NULL
20123880,12:27:00 AM,81,2962,3.19,Chip Transaction,25887,Seguin,TX,78155,5814,NULL
20123901,12:33:00 AM,148,2144,9.24,Chip Transaction,50867,Contoocook,NH,3229,5541,NULL
20123991,12:52:00 AM,442,112,31.47,Chip Transaction,80056,Barnhart,MO,63012,5912,NULL
20124044,12:01:00 AM,464,3233,58.21,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
20124058,12:03:00 AM,249,4292,49.64,Chip Transaction,50783,Rialto,CA,92376,5411,NULL
20124085,12:07:00 AM,125,2023,31.62,Chip Transaction,100,Turlock,CA,95382,4111,NULL
20124093,12:09:00 AM,165,5146,47.52,Chip Transaction,63191,Oakland,CA,94611,5411,NULL
20124130,12:17:00 AM,379,2019,22.55,Chip Transaction,46965,Mobile,AL,36693,7538,NULL
20124159,12:22:00 AM,116,6072,98.05,Chip Transaction,27963,Honeoye Falls,NY,14472,7538,NULL
20124215,12:31:00 AM,177,3653,120,Chip Transaction,27092,Memphis,TN,38116,4829,NULL
20124262,12:39:00 AM,265,5905,5.18,Chip Transaction,48618,Corpus Christi,TX,78427,5251,NULL
20124315,12:48:00 AM,360,2719,2.04,Swipe Transaction,86438,Bridgeton,NJ,8302,5499,NULL
20124449,12:10:00 AM,264,2239,8.95,Chip Transaction,61195,Grantville,PA,17028,5541,NULL
20124483,12:16:00 AM,397,3961,0.03,Chip Transaction,80526,Philadelphia,PA,19133,5411,NULL
20124508,12:21:00 AM,116,6072,72.16,Chip Transaction,49789,Honeoye Falls,NY,14472,5541,NULL
20124511,12:22:00 AM,33,5120,20.54,Chip Transaction,79927,Elko,NV,89801,5912,NULL
20124529,12:24:00 AM,335,5131,33.27,Chip Transaction,20519,Palm Beach Gardens,FL,33418,5942,NULL
20124543,12:27:00 AM,329,3069,3.23,Chip Transaction,88646,Moorpark,CA,93021,5812,NULL
20124554,12:30:00 AM,474,3844,9.96,Chip Transaction,22204,Williston Park,NY,11596,5541,NULL
20124559,12:31:00 AM,235,6064,76.06,Chip Transaction,59935,New York,NY,10025,5499,NULL
20124584,12:35:00 AM,274,309,16.86,Chip Transaction,79927,Washington,DC,20011,5912,NULL
20124603,12:38:00 AM,460,2460,8.28,Chip Transaction,53485,Hartsdale,NY,10530,5411,NULL
20124659,12:48:00 AM,225,4780,45.93,Chip Transaction,19533,Houston,TX,77035,7230,NULL
20124686,12:54:00 AM,264,2239,30.44,Swipe Transaction,32175,Hershey,PA,17033,7538,NULL
20124759,12:07:00 AM,156,1334,6.17,Chip Transaction,61195,Fontana,CA,92335,5541,NULL
20124797,12:15:00 AM,441,5223,3.02,Chip Transaction,50783,Woodstock,GA,30189,5411,NULL
20124860,12:25:00 AM,176,972,6.61,Chip Transaction,46284,Atlanta,GA,30318,5411,NULL
20124879,12:28:00 AM,460,4534,165.73,Swipe Transaction,50783,Larchmont,NY,10538,5411,NULL
20124889,12:30:00 AM,457,4222,73,Swipe Transaction,59935,Charlotte,NC,28215,5499,NULL
20124905,12:33:00 AM,351,1043,2.68,Swipe Transaction,61195,Flushing,NY,11355,5541,NULL
20124921,12:36:00 AM,200,2875,-52,Chip Transaction,22204,Scott Depot,WV,25560,5541,NULL
20124925,12:37:00 AM,254,1247,60,Chip Transaction,27092,Longmont,CO,80503,4829,NULL
20124928,12:38:00 AM,157,969,10.01,Swipe Transaction,91854,Perris,CA,92571,5310,NULL
20124955,12:43:00 AM,457,4222,-73,Swipe Transaction,59935,Charlotte,NC,28215,5499,NULL
20125027,12:55:00 AM,346,2440,31.93,Chip Transaction,4593,Santa Barbara,CA,93103,5912,NULL
20125062,12:00:00 AM,63,4632,1.13,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
20125071,12:01:00 AM,144,5247,-90,Chip Transaction,59935,Hot Springs National Park,AR,71913,5499,NULL
20125083,12:03:00 AM,119,5928,8.79,Chip Transaction,59935,Las Vegas,NV,89145,5499,NULL
20125106,12:07:00 AM,178,4214,8.66,Swipe Transaction,75781,Blue Springs,MO,64015,5411,NULL
20125117,12:09:00 AM,144,5247,40.24,Chip Transaction,59935,Hot Springs National Park,AR,71913,5499,NULL
20125124,12:10:00 AM,354,3657,60,Chip Transaction,27092,Pueblo,CO,81005,4829,NULL
20125163,12:17:00 AM,311,4869,45.56,Chip Transaction,89016,Saint George,UT,84770,5211,NULL
20125175,12:19:00 AM,256,3989,16.48,Chip Transaction,72036,Zebulon,NC,27597,4121,NULL
20125185,12:20:00 AM,104,4205,95.49,Swipe Transaction,38419,Grand Prairie,TX,75050,5912,NULL
20125211,12:24:00 AM,227,5867,56.88,Chip Transaction,46284,Minneapolis,MN,55419,5411,NULL
20125374,12:54:00 AM,470,3733,80,Swipe Transaction,27092,Muldrow,OK,74948,4829,NULL
20125394,12:58:00 AM,291,169,43.13,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
20125417,12:01:00 AM,242,1229,-51,Chip Transaction,43293,Great Barrington,MA,1230,5499,NULL
20125422,12:02:00 AM,154,4340,100,Swipe Transaction,27092,Newton Grove,NC,28366,4829,NULL
20125446,12:06:00 AM,196,285,65.81,Swipe Transaction,56431,Jackson,GA,30233,5541,NULL
20125461,12:08:00 AM,379,327,3.86,Chip Transaction,35451,Selma,AL,36701,5812,NULL
20125502,12:16:00 AM,115,5704,11.19,Chip Transaction,15487,Lake Orion,MI,48362,5411,NULL
20125508,12:17:00 AM,285,2156,26.9,Chip Transaction,24823,Watsonville,CA,95076,7538,NULL
20125555,12:24:00 AM,196,285,50,Swipe Transaction,56431,Jackson,GA,30233,5541,NULL
20125567,12:26:00 AM,52,3951,173.41,Chip Transaction,71650,Pawling,NY,12564,4900,NULL
20125579,12:29:00 AM,321,293,4.14,Chip Transaction,25887,Merrill,WI,54452,5814,NULL
20125580,12:29:00 AM,364,5673,23.93,Online Transaction,16798,ONLINE,NULL,NULL,4121,NULL
20125587,12:30:00 AM,359,2489,-59,Swipe Transaction,61195,Lawrenceville,GA,30043,5541,NULL
20125606,12:34:00 AM,40,3648,6.75,Chip Transaction,56018,Springfield,OH,45506,5812,NULL
20125607,12:34:00 AM,359,2489,71.8,Swipe Transaction,61195,Lawrenceville,GA,30043,5541,NULL
20125622,12:37:00 AM,227,2512,64.97,Chip Transaction,60569,Minneapolis,MN,55423,5300,NULL
20125656,12:45:00 AM,140,4150,-79,Chip Transaction,61195,Woodbury,TN,37190,5541,NULL
20125697,12:52:00 AM,264,2239,44.34,Chip Transaction,48919,Hershey,PA,17033,5311,NULL
20125719,12:55:00 AM,359,2489,59,Swipe Transaction,61195,Lawrenceville,GA,30043,5541,NULL
20125728,12:56:00 AM,208,4980,82.34,Chip Transaction,96049,Kelso,WA,98626,5541,NULL
20125729,12:56:00 AM,300,3814,9.78,Chip Transaction,80256,Monroe,CT,6468,5812,NULL
20125755,12:01:00 AM,401,5643,13.77,Swipe Transaction,94223,North Hollywood,CA,91605,5310,NULL
20125775,12:04:00 AM,185,4046,3.93,Chip Transaction,25705,Elizabeth,NJ,7201,5411,NULL
20125826,12:13:00 AM,135,4791,53.58,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
20125848,12:17:00 AM,332,1198,-81,Chip Transaction,60600,Shelbyville,IN,46176,5499,NULL
20125849,12:17:00 AM,359,3567,23.14,Chip Transaction,88646,Lawrenceville,GA,30043,5812,NULL
20125883,12:22:00 AM,327,4170,33.53,Chip Transaction,67570,Lowell,VT,5847,5311,NULL
20125938,12:33:00 AM,65,5108,7.11,Chip Transaction,81833,West Columbia,SC,29172,5912,NULL
20126048,12:50:00 AM,332,1198,32.8,Chip Transaction,68671,Shelbyville,IN,46176,5541,NULL
20126058,12:51:00 AM,452,4249,34,Online Transaction,61641,ONLINE,NULL,NULL,4900,NULL
20126084,12:55:00 AM,135,4791,39.62,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
20126096,12:57:00 AM,208,4980,89.73,Chip Transaction,96049,Kelso,WA,98626,5541,NULL
20126147,12:06:00 AM,122,2447,15.79,Chip Transaction,71599,Patterson,LA,70392,5812,NULL
20126148,12:06:00 AM,433,3163,10.6,Chip Transaction,3364,Pana,IL,62557,5812,NULL
20126154,12:07:00 AM,327,5512,5.71,Chip Transaction,28395,Saint Johnsbury,VT,5819,5541,NULL
20126156,12:07:00 AM,447,2142,10.65,Chip Transaction,75781,Muskegon,MI,49441,5411,NULL
20126166,12:09:00 AM,121,5952,8.9,Chip Transaction,61195,Menasha,WI,54952,5541,NULL
20126178,12:11:00 AM,300,3814,4.12,Chip Transaction,26909,West Haven,CT,6516,5211,NULL
20126179,12:11:00 AM,403,4580,23.21,Chip Transaction,48919,Henderson,TX,75654,5311,NULL
20126195,12:13:00 AM,134,6080,124.13,Chip Transaction,87376,El Paso,TX,79912,5912,NULL
20126209,12:16:00 AM,121,5952,-96,Chip Transaction,61195,Menasha,WI,54952,5541,NULL
20126232,12:21:00 AM,494,2333,4.2,Chip Transaction,75781,North Beach,MD,20714,5411,NULL
20126246,12:23:00 AM,21,1111,15.93,Swipe Transaction,48411,Terre Haute,IN,47803,5812,NULL
20126256,12:24:00 AM,425,4447,-70,Chip Transaction,59935,Carmel Valley,CA,93924,5499,NULL
20126330,12:39:00 AM,147,2634,1,Chip Transaction,50783,Park Forest,IL,60466,5411,NULL
20126375,12:49:00 AM,75,3781,24.52,Online Transaction,41122,ONLINE,NULL,NULL,4784,NULL
20126401,12:54:00 AM,442,2346,107.79,Chip Transaction,61195,Chesterfield,MO,63017,5541,NULL
20126409,12:55:00 AM,134,6080,11.91,Chip Transaction,41547,El Paso,TX,79912,5813,NULL
20126418,12:57:00 AM,472,3811,35.04,Chip Transaction,32858,Waukegan,IL,60085,5311,NULL
20126483,12:10:00 AM,300,3814,108.42,Chip Transaction,32175,Monroe,CT,6468,7538,NULL
20126579,12:31:00 AM,27,5025,17.92,Chip Transaction,50783,Clinton,MS,39056,5411,NULL
20126595,12:34:00 AM,92,5947,5.44,Chip Transaction,50783,Sioux Falls,SD,57106,5411,NULL
20126617,12:38:00 AM,465,2433,11.05,Chip Transaction,60569,Watkinsville,GA,30677,5300,NULL
20126630,12:40:00 AM,81,2962,66.46,Chip Transaction,25831,Seguin,TX,78155,5651,NULL
20126662,12:45:00 AM,112,1134,49.53,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
20126668,12:46:00 AM,428,1351,-74,Chip Transaction,59935,Manchester,NH,3104,5499,NULL
20126691,12:50:00 AM,351,1112,5.39,Swipe Transaction,61195,Flushing,NY,11355,5541,NULL
20126703,12:52:00 AM,247,5191,100,Chip Transaction,43293,Dequincy,LA,70633,5499,NULL
20126773,12:06:00 AM,408,2515,9.63,Swipe Transaction,48919,Luck,WI,54853,5311,NULL
20126850,12:21:00 AM,144,5247,7.3,Chip Transaction,61195,Hot Springs National Park,AR,71913,5541,NULL
20126875,12:26:00 AM,63,5489,1.15,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
20126948,12:39:00 AM,393,5873,2.19,Chip Transaction,86438,Texarkana,TX,75501,5499,NULL
20126955,12:41:00 AM,216,2063,91.44,Chip Transaction,40096,Warsaw,IN,46581,4111,NULL
20126961,12:42:00 AM,350,2865,16.72,Chip Transaction,87988,Jessup,MD,20794,5411,NULL
20126992,12:48:00 AM,59,2087,2.53,Chip Transaction,14528,Clovis,NM,88101,5499,NULL
20126998,12:49:00 AM,364,5673,17.45,Chip Transaction,17226,Alcoa,TN,37701,5411,NULL
20127026,12:53:00 AM,451,5810,26.3,Chip Transaction,83743,Omaha,NE,68107,7538,NULL
20127081,12:05:00 AM,287,5783,1.33,Swipe Transaction,14528,Hull,TX,77564,5499,NULL
20127107,12:10:00 AM,346,192,114.17,Online Transaction,89949,ONLINE,NULL,NULL,7996,NULL
20127128,12:13:00 AM,190,3363,0.11,Chip Transaction,96571,Skokie,IL,60077,5310,NULL
20127161,12:19:00 AM,32,1087,23.78,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
20127217,12:30:00 AM,157,1052,21.29,Chip Transaction,79927,Perris,CA,92571,5912,NULL
20127219,12:30:00 AM,457,3751,138.53,Chip Transaction,55235,Charlotte,NC,28215,5300,NULL
20127245,12:37:00 AM,209,5575,33.45,Chip Transaction,81833,El Paso,TX,79928,5912,NULL
20127262,12:42:00 AM,285,5747,100,Swipe Transaction,27092,San Jose,CA,95111,4829,NULL
20127332,12:55:00 AM,154,5393,-88,Chip Transaction,22204,Fayetteville,NC,28314,5541,NULL
20127352,12:58:00 AM,68,5435,40,Chip Transaction,27092,Cedarburg,WI,53012,4829,NULL
20127367,12:00:00 AM,474,5114,89.77,Chip Transaction,22204,Williston Park,NY,11596,5541,NULL
20127458,12:35:00 AM,452,5700,36.66,Online Transaction,41122,ONLINE,NULL,NULL,4784,NULL
20127488,12:48:00 AM,64,4852,100,Chip Transaction,27092,Whittier,CA,90604,4829,NULL
20127501,12:53:00 AM,138,2807,52.05,Chip Transaction,59935,Penn Run,PA,15765,5499,NULL
20127544,12:09:00 AM,96,3773,2.47,Chip Transaction,14528,Yorba Linda,CA,92887,5499,NULL
20127551,12:11:00 AM,200,2875,3.52,Chip Transaction,28613,Prichard,WV,25555,5411,NULL
20127558,12:13:00 AM,89,2640,25.08,Chip Transaction,23801,Mesilla Park,NM,88047,5813,NULL
20127560,12:13:00 AM,397,3179,5.7,Swipe Transaction,46568,Philadelphia,PA,19133,5921,NULL
20127562,12:14:00 AM,472,3826,33.43,Online Transaction,30790,ONLINE,NULL,NULL,5192,NULL
20127577,12:18:00 AM,17,4962,38.99,Chip Transaction,3238,Hickory,NC,28602,5812,NULL
20127631,12:35:00 AM,246,3400,83.03,Swipe Transaction,35451,Minneapolis,MN,55420,5812,NULL
20127650,12:43:00 AM,165,5146,79.18,Chip Transaction,44578,Oakland,CA,94619,5812,NULL
20127670,12:51:00 AM,34,3342,51.65,Chip Transaction,23481,Sacramento,CA,95829,5812,NULL
20127680,12:57:00 AM,248,4932,121.37,Chip Transaction,91889,Tampa,FL,33610,6300,NULL
20127765,12:22:00 AM,256,2850,129.56,Chip Transaction,83229,Raleigh,NC,27602,5411,NULL
20127798,12:39:00 AM,52,4976,50.1,Chip Transaction,17493,Sacramento,CA,95842,5812,NULL
20127841,12:00:00 AM,464,3233,100,Chip Transaction,27092,Orlando,FL,32807,4829,NULL
20127879,12:14:00 AM,472,3811,29.59,Chip Transaction,82585,Waukegan,IL,60085,7832,NULL
20127916,12:25:00 AM,118,3557,52.45,Chip Transaction,69972,Birmingham,AL,35212,5814,NULL
20127953,12:39:00 AM,408,2515,47.35,Chip Transaction,31893,Oshkosh,WI,54901,5311,NULL
20127965,12:44:00 AM,173,3528,81.88,Chip Transaction,82981,Abilene,TX,79606,5912,NULL
20127978,12:48:00 AM,84,3417,64.6,Swipe Transaction,98374,Laurel Springs,NC,28644,5411,NULL
20127992,12:54:00 AM,441,5223,50.9,Chip Transaction,1046,Winston,GA,30187,5812,NULL
20128010,12:05:00 AM,207,2661,89,Chip Transaction,59935,Forest,VA,24551,5499,NULL
20128014,12:07:00 AM,11,5503,-382,Chip Transaction,15574,Nottingham,MD,21236,3393,NULL
20128035,12:16:00 AM,323,2467,80,Chip Transaction,59935,Fresno,CA,93726,5499,NULL
20128071,12:28:00 AM,241,4412,59.53,Chip Transaction,92883,Rockingham,NC,28379,5812,NULL
20128085,12:31:00 AM,477,2450,77.33,Chip Transaction,76025,Holden,ME,4429,7538,NULL
20128170,12:06:00 AM,469,5290,9.5,Chip Transaction,50783,Placentia,CA,92870,5411,NULL
20128282,12:51:00 AM,476,1070,46.26,Chip Transaction,25887,Jackson,NJ,8527,5814,NULL
20128293,12:57:00 AM,286,6092,36.73,Online Transaction,32480,ONLINE,NULL,NULL,4899,NULL
20128331,12:37:00 AM,321,5755,58.99,Chip Transaction,33589,Merrill,WI,54452,5912,NULL
20128413,12:11:00 AM,114,5283,-86,Chip Transaction,61195,North Hollywood,CA,91606,5541,NULL
20128421,12:19:00 AM,305,341,31.34,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
20128525,12:58:00 AM,185,4046,35.81,Chip Transaction,22204,Elizabeth,NJ,7201,5541,NULL
20128539,12:29:00 AM,421,2177,84.27,Chip Transaction,73582,San Ramon,CA,94583,5300,NULL
20128547,12:45:00 AM,63,60,875.45,Chip Transaction,55784,Pleasantville,NJ,8232,8062,NULL
20128599,12:41:00 AM,278,2518,81.16,Chip Transaction,20519,Houston,TX,77064,5942,NULL
20128632,12:03:00 AM,425,5149,1.01,Chip Transaction,14528,Marina,CA,93933,5499,NULL
20128657,12:08:00 AM,63,5489,40,Chip Transaction,27092,Elizabeth,NJ,7201,4829,NULL
20128702,12:17:00 AM,161,3096,48.95,Chip Transaction,32858,San Angelo,TX,76903,5311,NULL
20128708,12:18:00 AM,75,4113,39.59,Swipe Transaction,60569,Humble,TX,77338,5300,NULL
20128719,12:20:00 AM,450,4192,139.95,Chip Transaction,10009,Waverly,VA,23890,4900,NULL
20128729,12:21:00 AM,364,5673,60.66,Chip Transaction,17226,Alcoa,TN,37701,5411,NULL
20128777,12:33:00 AM,374,4567,7.72,Chip Transaction,93435,Sacramento,CA,95823,5912,NULL
20128788,12:35:00 AM,127,988,11.76,Chip Transaction,42858,Luverne,AL,36049,7538,NULL
20128789,12:35:00 AM,147,2634,6.06,Chip Transaction,59935,Park Forest,IL,60466,5499,NULL
20128800,12:37:00 AM,38,2526,35.58,Online Transaction,50404,ONLINE,NULL,NULL,4784,NULL
20128864,12:48:00 AM,335,353,64.22,Chip Transaction,37392,Palm Beach Gardens,FL,33410,7538,NULL
20128898,12:56:00 AM,161,3096,2.33,Chip Transaction,59935,Waco,TX,76707,5499,NULL
20128929,12:03:00 AM,165,5146,38.1,Chip Transaction,20561,Oakland,CA,94611,5912,NULL
20128955,12:07:00 AM,354,3168,5.48,Chip Transaction,10210,Colorado Springs,CO,80918,5812,NULL
20129100,12:30:00 AM,103,110,2.86,Chip Transaction,55702,Raleigh,NC,27610,5912,NULL
20129123,12:34:00 AM,357,5481,5.17,Chip Transaction,20519,Wilmot,NH,3287,5942,NULL
20129157,12:41:00 AM,98,4237,28.87,Chip Transaction,13646,Georgetown,IL,61846,7538,NULL
20129177,12:44:00 AM,152,2848,181.13,Chip Transaction,31707,Atlanta,GA,30316,4111,NULL
20129194,12:46:00 AM,142,5140,0.55,Chip Transaction,86438,Eastford,CT,6242,5499,NULL
20129216,12:51:00 AM,126,5872,9.82,Chip Transaction,20561,Little Rock,AR,72210,5912,NULL
20129227,12:53:00 AM,246,3400,73.2,Swipe Transaction,64215,Minneapolis,MN,55419,8041,NULL
20129244,12:56:00 AM,472,3811,64.72,Chip Transaction,61195,Round Lake,IL,60073,5541,NULL
20129256,12:58:00 AM,280,5856,18.68,Chip Transaction,37588,Richmond,CA,94804,7538,NULL
20129320,12:08:00 AM,398,1199,35.69,Chip Transaction,61195,Sacramento,CA,95822,5541,NULL
20129326,12:09:00 AM,397,3961,0.04,Chip Transaction,1668,Philadelphia,PA,19133,5912,NULL
20129412,12:27:00 AM,87,109,69.39,Chip Transaction,82046,San Benito,TX,78586,5411,NULL
20129432,12:29:00 AM,433,5606,1.58,Chip Transaction,43293,Shelbyville,IL,62565,5499,NULL
20129461,12:35:00 AM,63,4632,9.77,Chip Transaction,44722,Newark,NJ,7103,5411,NULL
20129468,12:36:00 AM,34,1166,60,Chip Transaction,27092,Sacramento,CA,95829,4829,NULL
20129473,12:36:00 AM,386,3673,4.04,Chip Transaction,50783,Worcester,MA,1602,5411,NULL
20129490,12:39:00 AM,260,323,19.76,Chip Transaction,36934,Mission,TX,78572,7538,NULL
20129497,12:40:00 AM,299,223,2.43,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
20129516,12:43:00 AM,250,4940,4.36,Chip Transaction,39121,Lebanon,OR,97355,5411,NULL
20129661,12:08:00 AM,329,4788,2.27,Swipe Transaction,75781,Moorpark,CA,93021,5411,NULL
20129667,12:10:00 AM,351,2664,0.93,Chip Transaction,59935,Flushing,NY,11355,5499,NULL
20129683,12:13:00 AM,421,5560,2.74,Chip Transaction,75781,San Ramon,CA,94583,5411,NULL
20129720,12:21:00 AM,248,4932,45.43,Chip Transaction,61195,Tampa,FL,33610,5541,NULL
20129740,12:24:00 AM,118,3557,7.2,Chip Transaction,9058,Birmingham,AL,35212,5921,NULL
20129741,12:24:00 AM,469,5290,6.58,Chip Transaction,61195,Placentia,CA,92870,5541,NULL
20129776,12:29:00 AM,134,6120,4.58,Swipe Transaction,2177,El Paso,TX,79912,5411,NULL
20129777,12:29:00 AM,213,2136,19.77,Chip Transaction,7998,Garland,TX,75044,5912,NULL
20129804,12:34:00 AM,200,2875,57,Chip Transaction,22204,Scott Depot,WV,25560,5541,NULL
20129846,12:42:00 AM,128,5048,10.4,Chip Transaction,50783,Houston,TX,77061,5411,NULL
20129848,12:42:00 AM,285,3442,1.49,Chip Transaction,2611,Watsonville,CA,95076,5411,NULL
20129850,12:42:00 AM,394,2663,39.9,Online Transaction,18563,ONLINE,NULL,NULL,4121,NULL
20129881,12:49:00 AM,305,341,1.5,Swipe Transaction,14528,Auburn,NY,13021,5499,NULL
20129911,12:55:00 AM,247,2137,114.7,Swipe Transaction,20561,Lake Charles,LA,70605,5912,NULL
20129990,12:09:00 AM,408,2515,10.9,Swipe Transaction,25717,Barron,WI,54812,5812,NULL
20130002,12:11:00 AM,112,3470,1.31,Swipe Transaction,45926,Carthage,NY,13619,5814,NULL
20130069,12:21:00 AM,273,5777,13,Chip Transaction,2985,Hubbard,OH,44425,5812,NULL
20130088,12:25:00 AM,452,4249,5.38,Chip Transaction,28395,Palestine,TX,75803,5541,NULL
20130098,12:27:00 AM,386,3673,15.66,Online Transaction,16798,ONLINE,NULL,NULL,4121,NULL
20130110,12:29:00 AM,65,5108,158.39,Online Transaction,9932,ONLINE,NULL,NULL,5311,NULL
20130111,12:29:00 AM,222,4636,151.23,Online Transaction,87530,ONLINE,NULL,NULL,4900,NULL
20130186,12:43:00 AM,173,3916,18.59,Chip Transaction,61195,Abilene,TX,79606,5541,NULL
20130205,12:46:00 AM,401,5628,4.39,Chip Transaction,46284,North Hollywood,CA,91605,5411,NULL
20130214,12:47:00 AM,127,988,-77,Chip Transaction,59935,Millbrook,AL,36054,5499,NULL
20130219,12:48:00 AM,230,5033,0,Swipe Transaction,27092,Benton,LA,71006,4829,NULL
20130241,12:52:00 AM,140,152,17.07,Online Transaction,16798,ONLINE,NULL,NULL,4121,NULL
20130288,12:59:00 AM,452,4451,5.06,Chip Transaction,75781,Teague,TX,75860,5411,NULL
20130335,12:08:00 AM,254,1247,93.72,Chip Transaction,13646,Boulder,CO,80303,7538,NULL
20130395,12:19:00 AM,17,4962,37.08,Chip Transaction,32858,Statesville,NC,28625,5311,NULL
20130417,12:23:00 AM,252,3675,79.12,Swipe Transaction,28036,Castalia,OH,44824,5310,NULL
20130433,12:25:00 AM,442,141,19.28,Chip Transaction,75936,Chesterfield,MO,63017,5814,NULL
20130438,12:26:00 AM,13,2941,7.78,Chip Transaction,92542,Fort Knox,KY,40121,5813,NULL
20130451,12:28:00 AM,398,1199,40.25,Chip Transaction,13523,Sacramento,CA,95828,5310,NULL
20130495,12:36:00 AM,462,3957,39.56,Chip Transaction,67570,Breinigsville,PA,18031,5311,NULL
20130523,12:40:00 AM,47,5630,59.28,Swipe Transaction,30286,Bronx,NY,10456,4814,Insufficient Balance
20130614,12:53:00 AM,235,6064,1.77,Chip Transaction,20561,New York,NY,10025,5912,NULL
20130641,12:59:00 AM,53,3581,64,Swipe Transaction,61195,Sutter Creek,CA,95685,5541,NULL
20130675,12:04:00 AM,332,1198,-92,Chip Transaction,60600,Shelbyville,IN,46176,5499,NULL
20130686,12:06:00 AM,94,2890,14.71,Swipe Transaction,44578,Cornelius,NC,28031,5812,NULL
20130687,12:06:00 AM,303,6010,5.65,Chip Transaction,86165,Windsor,CO,80550,5912,NULL
20130698,12:09:00 AM,89,2640,12.1,Chip Transaction,61195,San Miguel,NM,88058,5541,NULL
20130716,12:12:00 AM,4,5391,7.42,Chip Transaction,88646,Seattle,WA,98122,5812,NULL
20130778,12:22:00 AM,332,1198,92,Chip Transaction,60600,Shelbyville,IN,46176,5499,NULL
20130803,12:27:00 AM,133,4683,51.06,Chip Transaction,20519,Stone Mountain,GA,30083,5942,NULL
20130804,12:27:00 AM,164,2666,20.87,Chip Transaction,87625,Findlay,OH,45840,5812,NULL
20130837,12:33:00 AM,225,1253,47.39,Online Transaction,27310,ONLINE,NULL,NULL,7349,NULL
20130842,12:34:00 AM,477,4168,542.35,Chip Transaction,3000,Holden,ME,4429,7549,NULL
20130853,12:37:00 AM,459,3625,44.98,Swipe Transaction,48919,Edgefield,SC,29824,5311,NULL
20130874,12:40:00 AM,264,2239,42.57,Chip Transaction,60569,Lebanon,PA,17042,5300,NULL
20130982,12:00:00 AM,460,5470,85.25,Chip Transaction,43293,Irvington,NY,10533,5499,NULL
20131012,12:04:00 AM,460,5470,-78,Chip Transaction,43293,Irvington,NY,10533,5499,NULL
20131025,12:06:00 AM,249,5134,21.03,Chip Transaction,32858,San Bernardino,CA,92407,5311,NULL
20131065,12:13:00 AM,425,3931,61,Chip Transaction,22204,Carmel,CA,93923,5541,NULL
20131227,12:39:00 AM,285,2156,1.34,Chip Transaction,14528,Watsonville,CA,95076,5499,NULL
20131332,12:01:00 AM,373,4750,82,Chip Transaction,43293,Hamilton,IN,46742,5499,NULL
20131400,12:13:00 AM,373,4750,-82,Chip Transaction,43293,Hamilton,IN,46742,5499,NULL
20131410,12:14:00 AM,321,5755,5.51,Swipe Transaction,46284,Mosinee,WI,54455,5411,NULL
20131422,12:16:00 AM,442,2346,18.33,Chip Transaction,83271,Chesterfield,MO,63017,4214,NULL
20131430,12:17:00 AM,311,4869,17.08,Chip Transaction,34490,Mesa,AZ,85201,5719,NULL
20131450,12:22:00 AM,140,4150,8.4,Chip Transaction,50783,Nashville,TN,37204,5411,NULL
20131457,12:23:00 AM,488,4817,10.55,Chip Transaction,8044,Gregory,TX,78359,5300,NULL
20131504,12:34:00 AM,291,3221,71.75,Online Transaction,39021,ONLINE,NULL,NULL,4784,Insufficient Balance
20131532,12:40:00 AM,92,3448,8.45,Chip Transaction,50783,Sioux Falls,SD,57106,5411,NULL
